country,name,related_documents,policy_type,policy_status,impact_on_eu_ets_esd_or_lulucf_emissions,policy_target,total_ghg_emissions_reductions_in_2020,total_ghg_emissions_reductions_in_2030,jurisdiction,agency,policy_implementation_period_start_year,related_to_eu_policy_boolean,related_to_eu_policy,ghgs_affected,description,policy_implementation_period_end_year,link,data_source,world_region,country_region,city,policy_written_year,impact_evaluation,policy_financing_quantity,policy_financing_period_start,policy_financing_period_end,percent_private_funded,related_to_neeap_policy,related_to_neeap_policy_boolean
France,Eco-prêt à taux zéro pour financer des travaux de performance énergétique dans les logements,Single PaM,Economic,Implemented,"EU ETS, ESD",Energy consumption,,,Government,"Government: Ministère en charge du logement,Government: Ministère de l'économie",2009,No,No information,CO2,"L'éco-prêt à taux zéro (éco-PTZ) permet de bénéficier d’un prêt à taux zéro de 30 000 euros maximum pour financer des travaux d’éco-rénovation. Il s’adresse aux propriétaires, qu’ils habitent le logement, ou qu’ils le mettent en location. Les travaux doivent être réalisés par des entreprises Reconnues Garantes de l’Environnement (RGE). Il concerne les logements construits avant 1990, occupé comme résidence principal. L'éco-PTZ permet de financer les travaux d'économie d'énergie et les éventuels frais induits par ces travaux. Le dispositif a été pérennisé jusqu’au 31/12/2018 et a fait l’objet de plusieurs évolutions permettant de l'améliorer au 1er janvier 2015, en cohérence avec les évolutions du crédit d'impôt pour la transition énergétique (CITE) (mesure #82), avec un alignement des critères techniques de l’éco-PTZ sur ceux du CITE en métropole.",2018,http://www.developpement-durable.gouv.fr/eco-pret-taux-zero-eco-ptz,eea,,,,,,,,,,,
France,Aides de l’Agence nationale de l’habitat (ANAH) pour lutter contre la précarité énergétique,Single PaM,Economic,Implemented,"EU ETS, ESD",Energy consumption,,,Government,Government: ANAH (Agence nationale de l'habitat),2010,No,No information,CO2,"L'Agence nationale de l’habitat (ANAH) aide les propriétaires occupants sous plafond de ressources et les propriétaires bailleurs pour la réalisation de travaux d'amélioration de l'habitat. Le programme ""Habiter mieux"", géré par l'ANAH, alloue une aide complémentaire aux propriétaires occupants modestes réalisant des travaux permettant un gain énergétique d'au moins 25 %. Il prévoit également un accompagnement spécifique pour l'assistance à maîtrise d'ouvrage des propriétaires. Le programme ≪ Habiter mieux ≫ devrait permettre 300 000 rénovations entre 2010 et 2017. Un observatoire de la précarité énergétique a été créé afin de mieux mesurer les phénomènes de précarité énergétique et d’assurer le suivi des aides publiques et privées aux ménages précaires, ainsi que le suivi des actions, des initiatives locales ou nationales, pour en mesurer les impacts et en partager les expériences.",2017,,eea,,,,,,,,,,,
France,Taxe sur la valeur ajoutée à taux réduit dans le bâtiment,Single PaM,Fiscal,Implemented,"ESD, EU ETS",Energy consumption,,,Government,Government: Ministère de l'Economie,2014,No,No information,CO2,"Le taux réduit de 5,5 % de la TVA (taxe sur la valeur ajoutée) s'applique aux travaux d’amélioration de la qualité énergétique des locaux à usage d'habitation achevés depuis plus de deux ans ainsi que sur les travaux induits qui leur sont indissociablement liés pour lesquels la TVA est exigible à compter du 1er janvier 2014. En général, ces travaux portent sur la pose, l’installation et l’entretien des matériaux et équipements subventionnés par le crédit d'impôt pour la transition énergétique (CITE) (mesure #82).",,,eea,,,,,,,,,,,
France,Charte pour l’efficacité énergétique des bâtiments tertiaires,Single PaM,Voluntary,Implemented,"ESD, EU ETS",Energy consumption,,,"Companies, Government","Companies: Propriétaires des bâtiments tertiaires,Government: Ministère de l'Environnement",2013,No,No information,CO2,"En 2013, une charte pour l’efficacité énergétique des bâtiments tertiaires publics et privés a été signée par l’Etat et des grandes entreprises françaises. Elle constitue un engagement volontaire de l’ensemble des acteurs signataires pour susciter un mouvement d’ensemble en faveur de l’amélioration de l’efficacité énergétique. Elle est soutenue par l’ensemble des professionnels de l’efficacité énergétique et est ouverte à la signature de tous les acteurs publics ou privés du secteur.",,,eea,,,,,,,,,,,
France,Rôle exemplaire des bâtiments appartenant à des organismes publics,Single PaM,Regulatory,Implemented,"ESD, EU ETS",Energy consumption,,,Government,Government: Services de l’Etat (administrations centrales et services déconcentrés),2014,Yes,Energy Efficiency Directive 2012/27/EU ,CO2,"Conformément à l’article 5 de la directive 2012/27/UE relative à l’efficacité énergétique, la France a choisi d’avoir recours à l’approche alternative afin de diminuer la consommation d’énergie des bâtiments publics. Les bâtiments ciblés sont les bâtiments domaniaux occupés par les services de l’Etat (administrations centrales et services déconcentrés) : bureaux, bâtiments d’enseignement ou de sport, bâtiments sanitaires ou sociaux, bâtiments culturels, commerces, logements. Plusieurs types d'action permettant de réduire les consommations d'énergie des bâtiments de l'Etat sont mises en œuvre : 
- Travaux sur l’enveloppe et les équipements des bâtiments
- Actions liées à la gestion des équipements et aux occupants
- Réduction des surfaces occupées par les services de l’Etat",2020,,eea,,,,,,,,,,,
France,Exemplarité des bâtiments neufs de l'Etat et des collectivités,Single PaM,Regulatory,Adopted,"ESD, EU ETS",Energy consumption,,,"Government, Local","Government: Services de l'Etat et ses établissements publics,Local: Collectivités territoriales",2017,No,No information,CO2,"La loi sur la transition énergétique d'août 2015 (art. 8) prévoit que ""toutes les nouvelles constructions sous maîtrise d’ouvrage de l’État, de ses établissements publics ou des collectivités territoriales font preuve d’exemplarité énergétique et environnementale et sont, chaque fois que possible, à énergie positive et à haute performance environnementale"". Le décret n° 2016-1821 du 21 décembre 2016 précise les caractéristiques d'un bâtiment à énergie positive et à haute performance environnementale. Son entrée en vigueur est suspendue à la publication ultérieure d'un arrêté (actuellement en phase de consultation publique, janvier 2017).",,,eea,,,,,,,,,,,
France,Participation du locataire aux travaux d’économies d’énergie,Single PaM,Economic,Implemented,"ESD, EU ETS",Energy consumption,,,Government,Government: Ministère en charge du logement,2009,No,No information,CO2,"Afin d’inciter à réaliser des travaux d’économies d’énergie dans le parc locatif, une contribution financière en sus du loyer et des charges peut être demandée au locataire lorsque le bailleur a réalisé dans le logement loué, ou dans les parties communes de l’immeuble, des travaux d’économies d’énergie.",,http://www.logement.gouv.fr/participation-du-locataire-aux-travaux-d-economie-d-energies,eea,,,,,,,,,,,
France,Eco-prêt logement social,Single PaM,Economic,Implemented,"ESD, EU ETS",Energy consumption,,,"Government, Other","Government: Ministère en charge du logement,Other: Caisse des dépôts et consignations",2009,No,No information,CO2,"L’éco-prêt logement social (éco-PLS), distribué depuis 2009, finance la rénovation énergétique des logements sociaux les plus énergivores. Il s’agit d’un prêt d’un montant de 9 000 à 16 000 € par logement, accessible aux bailleurs sociaux.",,http://www.logement.gouv.fr/l-eco-pret-logement-social,eea,,,,,,,,,,,
France,Formation aux économies d'énergie dans le batiment (FEEBat) - formation des professionnels,Single PaM,Education,Implemented,"ESD, EU ETS",Energy consumption,,,Government,Government: Ministère de l'Environnement,2008,No,No information,CO2,"Le dispositif de formation ""FEEBat"" (Formation aux Economies d’Energie des entreprises et artisans du BATiment) bénéficie du financement des certificats d'économies d'énergie (mesure #8) et est opérationnel depuis début 2008. Ce dispositif permet aux professionnels de bénéficier de formations aux économies d’énergie dispensées par des organismes habilités à des conditions financières avantageuses sur l’ensemble du territoire. Le dispositif FEEBat se voit renforcer dans le cadre de la prochaine période des certificats d'économies d'énergie et en cohérence avec la mise en place de l’éco-conditionnalité des dispositifs incitatifs (cf. mesure #92) : les objectifs de formation revus à la hausse visent 25 000 stagiaires par an, de nouveaux organismes de formation rejoignant le dispositif pour accroître sa capacité.",,,eea,,,,,,,,,,,
France,Eco-conditionnalité des dispositifs incitatifs (rénovation énergétique des logements),Single PaM,"Information, Regulatory",Implemented,"ESD, EU ETS",Energy consumption,,,Government,Government: Ministère de l'Environnement,2014,No,No information,CO2,Un aspect essentiel de la qualité de la construction réside dans la compétence de l’entreprise qui intervient dans les différentes missions liées aux travaux dans le bâtiment. La qualification est un moyen pour l’entreprise de mettre en valeur son niveau de compétence. Les aides publiques – à partir du 1er janvier 2015 pour le CITE et du 1er septembre 2014 pour l’éco-PTZ – sont conditionnées à la réalisation des travaux par un professionnel qualifié RGE (Reconnu Garant de l'Environnement).,,,eea,,,,,,,,,,,
France,Contrôle des chaudières et des systèmes de climatisation,Single PaM,Regulatory,Implemented,ESD,Energy consumption,,,Government,Government: Ministère de l'Environnement,2005,Yes,Other (Union policy not listed above or additional Union policy) Directive 2002/91/EC,CO2,"Une obligation d’entretien annuel des chaudières a été mise en place en application de la directive 2002/91/CE. Elle concerne toutes les chaudières (gaz, fioul, biomasse, multi-combustibles) dont la puissance est comprise entre 4 et 400 kW. L’entretien doit être réalisé chaque année et une attestation d'entretien doit être réalisée et conservée. Cette attestation permet d’informer le commanditaire de l’entretien sur l’état de sa chaudière et de son système de chauffage. L’entretien doit être réalisé par un professionnel qualifié. Une inspection périodique des systèmes de climatisation d'une puissance nominale supérieure à 12kW est également rendue obligatoire. L’inspection doit comporter plusieurs étapes obligatoires : inspection documentaire, évaluation du rendement du système, évaluation du dimensionnement du système par rapport aux exigences en matière de refroidissement du bâtiment, fourniture des recommandations nécessaires portant sur le bon usage du système en place, les améliorations possibles de l’installation, l’intérêt éventuel de son remplacement et les autres solutions envisageables. L’inspection doit avoir lieu tous les 5 ans et concerne 10 % du parc installé.",,,eea,,,,,,,,,,,
France,Renforcement de l'obligation d'individualisation des frais de chauffage,Single PaM,"Information, Regulatory",Implemented,ESD,Energy consumption,,,Government,Government: Ministère en charge du logement,2016,Yes,Energy Efficiency Directive 2012/27/EU ,CO2,"La loi relative à la transition énergétique pour la croissance verte d'août 2015 a supprimé la condition de rentabilité économique qui s'appliquait pour l'obligation d'individualisation des frais de chauffage. Celle-ci a donc été étendue à l’ensemble des immeubles collectifs à chauffage commun. Les immeubles dont la consommation en chauffage est supérieure à 150kWh/m².an doivent s’équiper de systèmes d'individualisation des frais de chauffage avant le 31/03/2017, ceux entre 150 et 120kWh/m².an avant le 31/12/17, et au 31/12/2019 pour les autres.",,,eea,,,,,,,,,,,
